source,target,rho,abs_rho,sign,source_community,target_community,source_label,target_label
P37_1,P37_7,0.4151138126914536,0.4151138126914536,1,2,2,P37_1 Nivel de acuerdo con que la IA Resolverá complejos problemas sociales,P37_7 Nivel de acuerdo con que la IA Ayudará a crear más empleos
P3_1,P3_7,0.41506126559283124,0.41506126559283124,1,5,5,P3_1 Aprecio por la profesión de Artista,P3_7 Aprecio por la profesión de Deportista
P6_1,P3_7,0.41467220838257285,0.41467220838257285,1,1,5,P6_1 Nivel de interés en Deportes,P3_7 Aprecio por la profesión de Deportista
P4_5,P4_8,0.414068003459407,0.414068003459407,1,3,3,P4_5 Destaque de Perú en Salud,P4_8 Destaque de Perú en Investigación científica
P1_2,P1_3,0.41387869084987666,0.41387869084987666,1,8,8,P1_2 Nivel de satisfacción con la situación económica del país,P1_3 Nivel de satisfacción con la situación ambiental del país
P9_1,P9_4,0.4132012409287016,0.4132012409287016,1,1,1,"P9_1 Mira programas o documentales de TV sobre ciencia, tecnología o naturaleza",P9_4 Lee revistas de divulgación científica
P37_5,P37_9,0.41256292814320966,0.41256292814320966,1,4,4,P37_5 Nivel de acuerdo con que la IA Generará muchos más daños que beneficios,P37_9 Nivel de acuerdo con que la IA Aumentará el dominio de las máquinas sobre las personas
P5_3,P5_4,0.4123339030200605,0.4123339030200605,1,7,7,P5_3 Visitó un zoológico o acuario en el último año,P5_4 Visitó un parque nacional o reserva natural en el último año
P4_5,P4_11,0.4122237815499284,0.4122237815499284,1,3,3,P4_5 Destaque de Perú en Salud,P4_11 Destaque de Perú en Medioambiente
P4_11,P4_14,0.4113548001659181,0.4113548001659181,1,3,3,P4_11 Destaque de Perú en Medioambiente,P4_14 Destaque de Perú en Vivienda
P37_1,P37_3,0.4105473155169364,0.4105473155169364,1,2,2,P37_1 Nivel de acuerdo con que la IA Resolverá complejos problemas sociales,P37_3 Nivel de acuerdo con que la IA Favorece el desarrollo de la economía
P4_1,P4_8,0.4101192953273786,0.4101192953273786,1,3,3,P4_1 Destaque de Perú en Deportes,P4_8 Destaque de Perú en Investigación científica
P30_2,P30_4,0.4090176953929539,0.4090176953929539,1,2,2,P30_2 La ciencia hace que nuestro modo de vida cambie demasiado rápido.,P30_4 Los beneficios de la ciencia y la tecnología son mayores que los perjuicios que puedan ocasionar.
P4_12,P4_13,0.4077790540157323,0.4077790540157323,1,3,3,P4_12 Destaque de Perú en Energía,P4_13 Destaque de Perú en Obras públicas
P4_4,P4_12,0.4074336352480108,0.4074336352480108,1,3,3,P4_4 Destaque de Perú en Minería,P4_12 Destaque de Perú en Energía
P37_2,P37_14,0.40710004547091533,0.40710004547091533,1,4,4,P37_2 Nivel de acuerdo con que la IA Amenaza el desarrollo de la sociedad,P37_14 Nivel de acuerdo con que la IA Creará divisiones sociales
P4_5,P4_6,0.4063195172100326,0.4063195172100326,1,3,3,P4_5 Destaque de Perú en Salud,P4_6 Destaque de Perú en Desarrollo de tecnologías
P4_3,P4_7,0.40626464093856374,0.40626464093856374,1,3,3,P4_3 Destaque de Perú en Agricultura y ganadería,P4_7 Destaque de Perú en Arte y cultura
P6_6,P6_7,0.4055294448006332,0.4055294448006332,1,1,1,P6_6 Nivel de interés en Medicina y salud,P6_7 Nivel de interés en Arte y cultura
P3_1,P3_6,0.40488091878948707,0.40488091878948707,1,5,5,P3_1 Aprecio por la profesión de Artista,P3_6 Aprecio por la profesión de Científico
P4_7,P4_12,0.4045385719901684,0.4045385719901684,1,3,3,P4_7 Destaque de Perú en Arte y cultura,P4_12 Destaque de Perú en Energía
P4_8,P4_13,0.40436112093234944,0.40436112093234944,1,3,3,P4_8 Destaque de Perú en Investigación científica,P4_13 Destaque de Perú en Obras públicas
P37_2,P37_8,0.4041406313284417,0.4041406313284417,1,4,4,P37_2 Nivel de acuerdo con que la IA Amenaza el desarrollo de la sociedad,P37_8 Nivel de acuerdo con que la IA Es negativa para el desarrollo de la sociedad
P30_3,P30_7,0.40402490748463177,0.40402490748463177,1,2,2,P30_3 La ciencia y la tecnología eliminarán la pobreza y el hambre en el mundo.,P30_7 La ciencia y la tecnología contribuyen a mejorar el medio ambiente.
P24_3,P24_5,0.40351369040982565,0.40351369040982565,1,6,6,P24_3 Como considera que son las condiciones de Salarios,P24_5 Como considera que son las condiciones de para conseguir trabajo en una empresa
P4_5,P4_12,0.40269512749052716,0.40269512749052716,1,3,3,P4_5 Destaque de Perú en Salud,P4_12 Destaque de Perú en Energía
P4_6,P4_13,0.40234093965686246,0.40234093965686246,1,3,3,P4_6 Destaque de Perú en Desarrollo de tecnologías,P4_13 Destaque de Perú en Obras públicas
P6_5,P7_9,0.4012340943068402,0.4012340943068402,1,1,1,P6_5 Nivel de interés en Ciencia y tecnología,P7_9 Nivel de información en Medioambiente y ecología
P30_1,P30_7,0.40091366869553313,0.40091366869553313,1,2,2,P30_1 Gracias a la ciencia y la tecnología nuestros hijos van a tener más oportunidades.,P30_7 La ciencia y la tecnología contribuyen a mejorar el medio ambiente.
P4_1,P4_6,0.40074559433197443,0.40074559433197443,1,3,3,P4_1 Destaque de Perú en Deportes,P4_6 Destaque de Perú en Desarrollo de tecnologías
P7_2,P7_5,0.39949952061382205,0.39949952061382205,1,1,1,P7_2 Nivel de información en Política,P7_5 Nivel de información en Ciencia y tecnología
P30_8,P37_6,0.3990152184907518,0.3990152184907518,1,2,2,P30_8 La ciencia y la tecnología pueden resolver cualquier tipo de problemas.,P37_6 Nivel de acuerdo con que la IA Será una buena compañía para nuestra vida cotidiana
P30_1,P30_4,0.3989260620396669,0.3989260620396669,1,2,2,P30_1 Gracias a la ciencia y la tecnología nuestros hijos van a tener más oportunidades.,P30_4 Los beneficios de la ciencia y la tecnología son mayores que los perjuicios que puedan ocasionar.
P7_5,P9_6,0.3973368678512767,0.3973368678512767,1,1,1,P7_5 Nivel de información en Ciencia y tecnología,P9_6 Usa Internet para buscar información científica
P24_2,P24_5,0.396495388460789,0.396495388460789,1,6,6,"P24_2 Como considera que son las condiciones de Equipamientos (materiales, máquinas, insumos, etc.)",P24_5 Como considera que son las condiciones de para conseguir trabajo en una empresa
P3_7,P3_9,0.3961100992386575,0.3961100992386575,1,5,5,P3_7 Aprecio por la profesión de Deportista,P3_9 Aprecio por la profesión de Ingeniero
P37_8,P37_9,0.3951125721621872,0.3951125721621872,1,4,4,P37_8 Nivel de acuerdo con que la IA Es negativa para el desarrollo de la sociedad,P37_9 Nivel de acuerdo con que la IA Aumentará el dominio de las máquinas sobre las personas
P9_1,P9_7,0.39495270526137527,0.39495270526137527,1,1,1,"P9_1 Mira programas o documentales de TV sobre ciencia, tecnología o naturaleza","P9_7 Usa las redes sociales para compartir o informarse sobre temas científicos . Sí selecciono la opción 1 o 2, pasar a..."
P6_2,P6_3,0.3948646796619178,0.3948646796619178,1,1,1,P6_2 Nivel de interés en Política,P6_3 Nivel de interés en Economía
P6_5,P3_6,0.3929286139314177,0.3929286139314177,1,1,5,P6_5 Nivel de interés en Ciencia y tecnología,P3_6 Aprecio por la profesión de Científico
P30_8,P37_1,0.39272106199350065,0.39272106199350065,1,2,2,P30_8 La ciencia y la tecnología pueden resolver cualquier tipo de problemas.,P37_1 Nivel de acuerdo con que la IA Resolverá complejos problemas sociales
P30_1,P37_4,0.3924939423350947,0.3924939423350947,1,2,2,P30_1 Gracias a la ciencia y la tecnología nuestros hijos van a tener más oportunidades.,P37_4 Nivel de acuerdo con que la IA Aumentará nuestra calidad de vida
P7_2,P7_9,0.39222932679092776,0.39222932679092776,1,1,1,P7_2 Nivel de información en Política,P7_9 Nivel de información en Medioambiente y ecología
P30_8,P37_15,0.39222151341423606,0.39222151341423606,1,2,2,P30_8 La ciencia y la tecnología pueden resolver cualquier tipo de problemas.,P37_15 Nivel de acuerdo con que la IA Nos ayuda a tomar mejores decisiones
P37_7,P37_15,0.39135442194765474,0.39135442194765474,1,2,2,P37_7 Nivel de acuerdo con que la IA Ayudará a crear más empleos,P37_15 Nivel de acuerdo con que la IA Nos ayuda a tomar mejores decisiones
P4_2,P4_11,0.391320716792273,0.391320716792273,1,3,3,P4_2 Destaque de Perú en Desarrollo de la industria,P4_11 Destaque de Perú en Medioambiente
P4_2,P4_7,0.390820297749542,0.390820297749542,1,3,3,P4_2 Destaque de Perú en Desarrollo de la industria,P4_7 Destaque de Perú en Arte y cultura
P6_5,P7_7,0.3902218535960018,0.3902218535960018,1,1,1,P6_5 Nivel de interés en Ciencia y tecnología,P7_7 Nivel de información en Arte y cultura
P37_5,P37_16,0.3902091026767635,0.3902091026767635,1,4,4,P37_5 Nivel de acuerdo con que la IA Generará muchos más daños que beneficios,P37_16 Nivel de acuerdo con que la IA Controlará nuestra vida privada
P4_9,P4_13,0.3901613647840675,0.3901613647840675,1,3,3,P4_9 Destaque de Perú en Educación,P4_13 Destaque de Perú en Obras públicas
P3_1,P3_9,0.3900986325250942,0.3900986325250942,1,5,5,P3_1 Aprecio por la profesión de Artista,P3_9 Aprecio por la profesión de Ingeniero
P37_4,P37_7,0.38999219903559595,0.38999219903559595,1,2,2,P37_4 Nivel de acuerdo con que la IA Aumentará nuestra calidad de vida,P37_7 Nivel de acuerdo con que la IA Ayudará a crear más empleos
P4_2,P4_5,0.38951625754818336,0.38951625754818336,1,3,3,P4_2 Destaque de Perú en Desarrollo de la industria,P4_5 Destaque de Perú en Salud
P4_7,P4_10,0.38944294180315336,0.38944294180315336,1,3,3,P4_7 Destaque de Perú en Arte y cultura,P4_10 Destaque de Perú en Turismo
P9_3,P9_6,0.3893699374748189,0.3893699374748189,1,1,1,P9_3 Escucha programas o secciones de radio que tratan sobre temas de ciencia y tecnología,P9_6 Usa Internet para buscar información científica
P6_3,P6_7,0.3891930983936093,0.3891930983936093,1,1,1,P6_3 Nivel de interés en Economía,P6_7 Nivel de interés en Arte y cultura
P37_2,P37_9,0.3885158345836235,0.3885158345836235,1,4,4,P37_2 Nivel de acuerdo con que la IA Amenaza el desarrollo de la sociedad,P37_9 Nivel de acuerdo con que la IA Aumentará el dominio de las máquinas sobre las personas
P13,P14,0.38799281197656715,0.38799281197656715,1,6,6,P13 Qué tan remunerada diría que es la profesión de Científico,P14 Qué tan prestigiosa diría que es la profesión de Científico
P4_9,P4_11,0.38780598499515795,0.38780598499515795,1,3,3,P4_9 Destaque de Perú en Educación,P4_11 Destaque de Perú en Medioambiente
P26_9,P37_4,0.38657181245496713,0.38657181245496713,1,2,2,P26_9 La ciencia y la tecnología están haciendo que nuestras vidas sean más fáciles y cómodas.,P37_4 Nivel de acuerdo con que la IA Aumentará nuestra calidad de vida
P7_5,P9_4,0.3864442476354798,0.3864442476354798,1,1,1,P7_5 Nivel de información en Ciencia y tecnología,P9_4 Lee revistas de divulgación científica
P4_2,P4_13,0.3864059663527346,0.3864059663527346,1,3,3,P4_2 Destaque de Perú en Desarrollo de la industria,P4_13 Destaque de Perú en Obras públicas
P4_8,P4_14,0.38596892268178434,0.38596892268178434,1,3,3,P4_8 Destaque de Perú en Investigación científica,P4_14 Destaque de Perú en Vivienda
P4_9,P4_12,0.38551520391235294,0.38551520391235294,1,3,3,P4_9 Destaque de Perú en Educación,P4_12 Destaque de Perú en Energía
P9_5,P9_6,0.38487269653568623,0.38487269653568623,1,1,1,P9_5 Lee libros de divulgación científica,P9_6 Usa Internet para buscar información científica
P37_1,P37_15,0.38440466108942745,0.38440466108942745,1,2,2,P37_1 Nivel de acuerdo con que la IA Resolverá complejos problemas sociales,P37_15 Nivel de acuerdo con que la IA Nos ayuda a tomar mejores decisiones
P7_3,P7_7,0.3818821992334338,0.3818821992334338,1,1,1,P7_3 Nivel de información en Economía,P7_7 Nivel de información en Arte y cultura
P37_1,P37_13,0.38153343298829534,0.38153343298829534,1,2,2,P37_1 Nivel de acuerdo con que la IA Resolverá complejos problemas sociales,P37_13 Nivel de acuerdo con que la IA Nos ayudará a cuidar mejor nuestra salud
P37_2,P37_16,0.3808400549969098,0.3808400549969098,1,4,4,P37_2 Nivel de acuerdo con que la IA Amenaza el desarrollo de la sociedad,P37_16 Nivel de acuerdo con que la IA Controlará nuestra vida privada
P4_1,P4_2,0.3806884322950121,0.3806884322950121,1,3,3,P4_1 Destaque de Perú en Deportes,P4_2 Destaque de Perú en Desarrollo de la industria
P30_5,P30_9,0.3803876763571571,0.3803876763571571,1,4,4,P30_5 La ciencia y la tecnología están produciendo un estilo de vida artificial.,P30_9 Quienes pagan a los científicos pueden influirlos para que lleguen a las conclusiones que les convienen.
P4_1,P4_9,0.38025661615930356,0.38025661615930356,1,3,3,P4_1 Destaque de Perú en Deportes,P4_9 Destaque de Perú en Educación
P4_7,P4_8,0.3797475159578202,0.3797475159578202,1,3,3,P4_7 Destaque de Perú en Arte y cultura,P4_8 Destaque de Perú en Investigación científica
P4_1,P4_12,0.37847846850388195,0.37847846850388195,1,3,3,P4_1 Destaque de Perú en Deportes,P4_12 Destaque de Perú en Energía
P6_1,P6_7,0.37801151451003434,0.37801151451003434,1,1,1,P6_1 Nivel de interés en Deportes,P6_7 Nivel de interés en Arte y cultura
P3_9,P3_10,0.3770698455926862,0.3770698455926862,1,5,5,P3_9 Aprecio por la profesión de Ingeniero,P3_10 Aprecio por la profesión de Periodista
P4_2,P4_9,0.37693680551488407,0.37693680551488407,1,3,3,P4_2 Destaque de Perú en Desarrollo de la industria,P4_9 Destaque de Perú en Educación
P4_6,P4_7,0.37664019188580283,0.37664019188580283,1,3,3,P4_6 Destaque de Perú en Desarrollo de tecnologías,P4_7 Destaque de Perú en Arte y cultura
P6_9,P7_7,0.37641324564963863,0.37641324564963863,1,1,1,P6_9 Nivel de interés en Medioambiente y ecología,P7_7 Nivel de información en Arte y cultura
P6_7,P7_9,0.37640060498327754,0.37640060498327754,1,1,1,P6_7 Nivel de interés en Arte y cultura,P7_9 Nivel de información en Medioambiente y ecología
P30_7,P37_4,0.37567457382463826,0.37567457382463826,1,2,2,P30_7 La ciencia y la tecnología contribuyen a mejorar el medio ambiente.,P37_4 Nivel de acuerdo con que la IA Aumentará nuestra calidad de vida
P3_1,P3_10,0.3756444140695313,0.3756444140695313,1,5,5,P3_1 Aprecio por la profesión de Artista,P3_10 Aprecio por la profesión de Periodista
P9_4,P9_7,0.37528698642390373,0.37528698642390373,1,1,1,P9_4 Lee revistas de divulgación científica,"P9_7 Usa las redes sociales para compartir o informarse sobre temas científicos . Sí selecciono la opción 1 o 2, pasar a..."
P30_8,P37_4,0.3752138449361075,0.3752138449361075,1,2,2,P30_8 La ciencia y la tecnología pueden resolver cualquier tipo de problemas.,P37_4 Nivel de acuerdo con que la IA Aumentará nuestra calidad de vida
P26_6,P30_5,0.3740489042530633,0.3740489042530633,1,4,4,"P26_6 Debido a su conocimiento, los científicos tienen un poder que los vuelve peligrosos.",P30_5 La ciencia y la tecnología están produciendo un estilo de vida artificial.
P37_5,P37_14,0.37383500759213667,0.37383500759213667,1,4,4,P37_5 Nivel de acuerdo con que la IA Generará muchos más daños que beneficios,P37_14 Nivel de acuerdo con que la IA Creará divisiones sociales
P30_8,P37_13,0.373075832451337,0.373075832451337,1,2,2,P30_8 La ciencia y la tecnología pueden resolver cualquier tipo de problemas.,P37_13 Nivel de acuerdo con que la IA Nos ayudará a cuidar mejor nuestra salud
P4_1,P4_11,0.3730416441238434,0.3730416441238434,1,3,3,P4_1 Destaque de Perú en Deportes,P4_11 Destaque de Perú en Medioambiente
P3_6,P3_7,0.3726084240017567,0.3726084240017567,1,5,5,P3_6 Aprecio por la profesión de Científico,P3_7 Aprecio por la profesión de Deportista
P30_5,P37_9,0.37242295466699793,0.37242295466699793,1,4,4,P30_5 La ciencia y la tecnología están produciendo un estilo de vida artificial.,P37_9 Nivel de acuerdo con que la IA Aumentará el dominio de las máquinas sobre las personas
P5_1,P5_3,0.3723391495195729,0.3723391495195729,1,7,7,P5_1 Visitó un museo de arte en el último año,P5_3 Visitó un zoológico o acuario en el último año
P4_2,P4_3,0.37120189750180327,0.37120189750180327,1,3,3,P4_2 Destaque de Perú en Desarrollo de la industria,P4_3 Destaque de Perú en Agricultura y ganadería
P4_1,P4_5,0.37013953772296326,0.37013953772296326,1,3,3,P4_1 Destaque de Perú en Deportes,P4_5 Destaque de Perú en Salud
P6_7,P7_5,0.3696259798388503,0.3696259798388503,1,1,1,P6_7 Nivel de interés en Arte y cultura,P7_5 Nivel de información en Ciencia y tecnología
P6_5,P9_7,0.3670379543698435,0.3670379543698435,1,1,1,P6_5 Nivel de interés en Ciencia y tecnología,"P9_7 Usa las redes sociales para compartir o informarse sobre temas científicos . Sí selecciono la opción 1 o 2, pasar a..."
P7_6,P7_7,0.36489559167951496,0.36489559167951496,1,1,1,P7_6 Nivel de información en Medicina y salud,P7_7 Nivel de información en Arte y cultura
P4_7,P4_11,0.36479006944874076,0.36479006944874076,1,3,3,P4_7 Destaque de Perú en Arte y cultura,P4_11 Destaque de Perú en Medioambiente
P6_9,P7_5,0.3643514948047311,0.3643514948047311,1,1,1,P6_9 Nivel de interés en Medioambiente y ecología,P7_5 Nivel de información en Ciencia y tecnología
P30_8,P37_10,0.3638676138979646,0.3638676138979646,1,2,2,P30_8 La ciencia y la tecnología pueden resolver cualquier tipo de problemas.,P37_10 Nivel de acuerdo con que la IA Mejora la evolución de la sociedad
P3_3,P3_10,0.3632351991542284,0.3632351991542284,1,5,5,P3_3 Aprecio por la profesión de Médico,P3_10 Aprecio por la profesión de Periodista
P30_3,P37_6,0.3624970976684213,0.3624970976684213,1,2,2,P30_3 La ciencia y la tecnología eliminarán la pobreza y el hambre en el mundo.,P37_6 Nivel de acuerdo con que la IA Será una buena compañía para nuestra vida cotidiana
P26_5,P30_8,0.3615835734892392,0.3615835734892392,1,2,2,P26_5 El desarrollo científico-tecnológico ayudará a disminuir las desigualdades sociales.,P30_8 La ciencia y la tecnología pueden resolver cualquier tipo de problemas.
P30_7,P37_6,0.3613101317147669,0.3613101317147669,1,2,2,P30_7 La ciencia y la tecnología contribuyen a mejorar el medio ambiente.,P37_6 Nivel de acuerdo con que la IA Será una buena compañía para nuestra vida cotidiana
P3_8,P3_10,0.3612057997552932,0.3612057997552932,1,5,5,P3_8 Aprecio por la profesión de Profesor,P3_10 Aprecio por la profesión de Periodista
P30_1,P37_3,0.35989542093257726,0.35989542093257726,1,2,2,P30_1 Gracias a la ciencia y la tecnología nuestros hijos van a tener más oportunidades.,P37_3 Nivel de acuerdo con que la IA Favorece el desarrollo de la economía
P37_2,P37_11,0.3593462146966953,0.3593462146966953,1,4,4,P37_2 Nivel de acuerdo con que la IA Amenaza el desarrollo de la sociedad,P37_11 Nivel de acuerdo con que la IA Hará que se pierdan más puestos de trabajo
P26_6,P30_9,0.35893474919544627,0.35893474919544627,1,4,4,"P26_6 Debido a su conocimiento, los científicos tienen un poder que los vuelve peligrosos.",P30_9 Quienes pagan a los científicos pueden influirlos para que lleguen a las conclusiones que les convienen.
P4_1,P4_14,0.3585366963622534,0.3585366963622534,1,3,3,P4_1 Destaque de Perú en Deportes,P4_14 Destaque de Perú en Vivienda
P6_5,P11,0.35767641998748384,0.35767641998748384,1,1,6,P6_5 Nivel de interés en Ciencia y tecnología,P11 Qué tan atractiva diría que es la profesión de Científico
P4_1,P4_13,0.35765680866144356,0.35765680866144356,1,3,3,P4_1 Destaque de Perú en Deportes,P4_13 Destaque de Perú en Obras públicas
P30_3,P37_4,0.35756560239882945,0.35756560239882945,1,2,2,P30_3 La ciencia y la tecnología eliminarán la pobreza y el hambre en el mundo.,P37_4 Nivel de acuerdo con que la IA Aumentará nuestra calidad de vida
P7_2,P7_7,0.35742494097280225,0.35742494097280225,1,1,1,P7_2 Nivel de información en Política,P7_7 Nivel de información en Arte y cultura
P7_5,P9_1,0.3569791858733618,0.3569791858733618,1,1,1,P7_5 Nivel de información en Ciencia y tecnología,"P9_1 Mira programas o documentales de TV sobre ciencia, tecnología o naturaleza"
P26_9,P30_4,0.35672903187605487,0.35672903187605487,1,2,2,P26_9 La ciencia y la tecnología están haciendo que nuestras vidas sean más fáciles y cómodas.,P30_4 Los beneficios de la ciencia y la tecnología son mayores que los perjuicios que puedan ocasionar.
P6_5,P9_1,0.3561953775370608,0.3561953775370608,1,1,1,P6_5 Nivel de interés en Ciencia y tecnología,"P9_1 Mira programas o documentales de TV sobre ciencia, tecnología o naturaleza"
P7_5,P35,0.3557167088590127,0.3557167088590127,1,1,1,P7_5 Nivel de información en Ciencia y tecnología,P35 Actualmente se habla mucho sobre “inteligencia artificial” como un tipo de tecnología que está cambiando nuestras vi...
P12,P13,0.3552958509209309,0.3552958509209309,1,6,6,P12 Qué tan gratificante diría que es la profesión de Científico,P13 Qué tan remunerada diría que es la profesión de Científico
P7_1,P7_7,0.35507872144684055,0.35507872144684055,1,1,1,P7_1 Nivel de información en Deportes,P7_7 Nivel de información en Arte y cultura
P3_2,P3_4,0.3550409588005036,0.3550409588005036,1,5,5,P3_2 Aprecio por la profesión de Juez,P3_4 Aprecio por la profesión de Empresario
P4_2,P4_4,0.3548813892618866,0.3548813892618866,1,3,3,P4_2 Destaque de Perú en Desarrollo de la industria,P4_4 Destaque de Perú en Minería
P12,P3_6,0.35430910512553554,0.35430910512553554,1,6,5,P12 Qué tan gratificante diría que es la profesión de Científico,P3_6 Aprecio por la profesión de Científico
P3_1,P3_4,0.35311097061380453,0.35311097061380453,1,5,5,P3_1 Aprecio por la profesión de Artista,P3_4 Aprecio por la profesión de Empresario
P30_7,P37_15,0.35299018022955164,0.35299018022955164,1,2,2,P30_7 La ciencia y la tecnología contribuyen a mejorar el medio ambiente.,P37_15 Nivel de acuerdo con que la IA Nos ayuda a tomar mejores decisiones
P6_9,P7_6,0.3513910817837842,0.3513910817837842,1,1,1,P6_9 Nivel de interés en Medioambiente y ecología,P7_6 Nivel de información en Medicina y salud
P7_1,P7_3,0.35130704155396864,0.35130704155396864,1,1,1,P7_1 Nivel de información en Deportes,P7_3 Nivel de información en Economía
P30_6,P37_1,0.3506293162226722,0.3506293162226722,1,2,2,P30_6 Gracias a la ciencia y la tecnología los recursos del planeta no se extinguirán nunca.,P37_1 Nivel de acuerdo con que la IA Resolverá complejos problemas sociales
P6_2,P6_5,0.35054817495762186,0.35054817495762186,1,1,1,P6_2 Nivel de interés en Política,P6_5 Nivel de interés en Ciencia y tecnología
P5_2,P5_5,0.3500290556504305,0.3500290556504305,1,7,7,P5_2 Visitó un museo de ciencia en el último año,P5_5 Visitó un laboratorio o institución de ciencia y tecnología en el último año
P3_6,P3_10,0.34975892847533824,0.34975892847533824,1,5,5,P3_6 Aprecio por la profesión de Científico,P3_10 Aprecio por la profesión de Periodista
P6_2,P7_3,0.34942091607722237,0.34942091607722237,1,1,1,P6_2 Nivel de interés en Política,P7_3 Nivel de información en Economía
P24_1,P24_5,0.34899824389078427,0.34899824389078427,1,6,6,"P24_1 Como considera que son las condiciones de Infraestructuras (edificios, laboratorios, etc.)",P24_5 Como considera que son las condiciones de para conseguir trabajo en una empresa
P36,P37_6,0.34838739372740174,0.34838739372740174,1,2,2,"P36 ¿Cree que la “inteligencia artificial” tendrá efectos muy positivos, positivos, negativos, o muy negativos en el des...",P37_6 Nivel de acuerdo con que la IA Será una buena compañía para nuestra vida cotidiana
P30_7,P37_13,0.34704052202749686,0.34704052202749686,1,2,2,P30_7 La ciencia y la tecnología contribuyen a mejorar el medio ambiente.,P37_13 Nivel de acuerdo con que la IA Nos ayudará a cuidar mejor nuestra salud
P5_1,P5_2,0.3470372143602179,0.3470372143602179,1,7,7,P5_1 Visitó un museo de arte en el último año,P5_2 Visitó un museo de ciencia en el último año
P7_5,P9_7,0.3468864310425722,0.3468864310425722,1,1,1,P7_5 Nivel de información en Ciencia y tecnología,"P9_7 Usa las redes sociales para compartir o informarse sobre temas científicos . Sí selecciono la opción 1 o 2, pasar a..."
P9_1,P9_5,0.34658729659200066,0.34658729659200066,1,1,1,"P9_1 Mira programas o documentales de TV sobre ciencia, tecnología o naturaleza",P9_5 Lee libros de divulgación científica
P6_1,P6_3,0.34634649313037,0.34634649313037,1,1,1,P6_1 Nivel de interés en Deportes,P6_3 Nivel de interés en Economía
P26_9,P37_3,0.34613033337395066,0.34613033337395066,1,2,2,P26_9 La ciencia y la tecnología están haciendo que nuestras vidas sean más fáciles y cómodas.,P37_3 Nivel de acuerdo con que la IA Favorece el desarrollo de la economía
P7_2,P7_6,0.3447338967580615,0.3447338967580615,1,1,1,P7_2 Nivel de información en Política,P7_6 Nivel de información en Medicina y salud
P37_5,P37_11,0.3446971202002669,0.3446971202002669,1,4,4,P37_5 Nivel de acuerdo con que la IA Generará muchos más daños que beneficios,P37_11 Nivel de acuerdo con que la IA Hará que se pierdan más puestos de trabajo
P6_3,P7_2,0.3445733825300073,0.3445733825300073,1,1,1,P6_3 Nivel de interés en Economía,P7_2 Nivel de información en Política
P4_3,P4_14,0.34456062355244294,0.34456062355244294,1,3,3,P4_3 Destaque de Perú en Agricultura y ganadería,P4_14 Destaque de Perú en Vivienda
P9_2,P9_7,0.3441915335155839,0.3441915335155839,1,1,1,P9_2 Lee las noticias científicas que se publican en los diarios,"P9_7 Usa las redes sociales para compartir o informarse sobre temas científicos . Sí selecciono la opción 1 o 2, pasar a..."
P30_3,P37_10,0.34408964828831584,0.34408964828831584,1,2,2,P30_3 La ciencia y la tecnología eliminarán la pobreza y el hambre en el mundo.,P37_10 Nivel de acuerdo con que la IA Mejora la evolución de la sociedad
P5_1,P5_4,0.343898197579504,0.343898197579504,1,7,7,P5_1 Visitó un museo de arte en el último año,P5_4 Visitó un parque nacional o reserva natural en el último año
P4_4,P4_7,0.3437244405956833,0.3437244405956833,1,3,3,P4_4 Destaque de Perú en Minería,P4_7 Destaque de Perú en Arte y cultura
P3_4,P3_8,0.3436950990380055,0.3436950990380055,1,5,5,P3_4 Aprecio por la profesión de Empresario,P3_8 Aprecio por la profesión de Profesor
P30_4,P30_7,0.34347348659939736,0.34347348659939736,1,2,2,P30_4 Los beneficios de la ciencia y la tecnología son mayores que los perjuicios que puedan ocasionar.,P30_7 La ciencia y la tecnología contribuyen a mejorar el medio ambiente.
P7_1,P7_9,0.34313426200256963,0.34313426200256963,1,1,1,P7_1 Nivel de información en Deportes,P7_9 Nivel de información en Medioambiente y ecología
P3_7,P3_10,0.34273542574277677,0.34273542574277677,1,5,5,P3_7 Aprecio por la profesión de Deportista,P3_10 Aprecio por la profesión de Periodista
